STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP,TAVG,TMAX,TMIN
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2022-10-19,0,60,65.0,58
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2022-10-19,0,83,87.0,58
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2022-10-20,0,80,85.0,76
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2022-10-20,1,79,87.0,75
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2022-10-20,0,82,86.0,80
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2022-10-20,0,60,63.0,58
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2022-10-20,0,83,87.0,80
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2022-10-21,4,76,81.0,72
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2022-10-21,1,77,79.0,75
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2022-10-21,0,78,83.0,74
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2022-10-21,1,58,60.0,57
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2022-10-21,1,79,82.0,73
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2022-10-22,0,77,88.0,73
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2022-10-22,0,81,88.0,74
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2022-10-22,2,78,81.0,75
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2022-10-22,0,60,68.0,56
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2022-10-22,0,79,85.0,76
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2022-10-23,0,78,86.0,73
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2022-10-23,0,78,87.0,75
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2022-10-23,2,78,82.0,75
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2022-10-23,0,61,70.0,55
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2022-10-23,0,80,84.0,74
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2022-10-24,1,79,86.0,75
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2022-10-24,0,79,89.0,75
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2022-10-24,1,81,85.0,74
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2022-10-24,1,60,64.0,58
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2022-10-24,0,82,87.0,78
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2022-10-25,0,81,88.0,76
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2022-10-25,0,80,88.0,75
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2022-10-25,0,81,85.0,75
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2022-10-25,0,61,69.0,77
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2022-10-25,0,81,86.0,77
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2022-10-26,0,81,90.0,75
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2022-10-26,0,82,87.0,76
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2022-10-26,0,81,87.0,76
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2022-10-26,0,61,67.0,54
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2022-10-26,0,81,89.0,54
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2022-10-27,0,80,89.0,72
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2022-10-27,0,80,87.0,74
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2022-10-27,0,80,86.0,76
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2022-10-27,0,59,66.0,76
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2022-10-27,0,81,90.0,74
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2022-10-28,0,81,91.0,73
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2022-10-28,0,80,86.0,71
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2022-10-28,0,82,90.0,75
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2022-10-28,0,59,69.0,75
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2022-10-28,0,80,88.0,71
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2022-10-29,0,81,92.0,71
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2022-10-29,0,80,87.0,73
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2022-10-29,0,83,88.0,76
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2022-10-29,0,58,70.0,49
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2022-10-29,0,81,90.0,71
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2022-10-30,0,80,90.0,74
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2022-10-30,0,80,85.0,76
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2022-10-30,0,82,89.0,78
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2022-10-30,0,60,68.0,49
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2022-10-30,0,79,89.0,75
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2022-10-31,0,80,89.0,73
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2022-10-31,0,80,85.0,76
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2022-10-31,0,81,88.0,76
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2022-10-31,1,63,72.0,53
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2022-10-31,0,80,87.0,74
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2022-11-01,0,77,83.0,74
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2022-11-01,0,78,83.0,69
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2022-11-01,0,79,86.0,69
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2022-11-01,0,60,66.0,76
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2022-11-01,0,79,82.0,76
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2022-11-02,0,79,87.0,74
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2022-11-02,3,78,86.0,74
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2022-11-02,1,81,86.0,74
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2022-11-02,0,61,67.0,57
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2022-11-02,0,80,87.0,76
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2022-11-03,0,78,84.0,74
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2022-11-03,0,78,87.0,74
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2022-11-03,0,82,87.0,79
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2022-11-03,0,61,67.0,79
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2022-11-03,0,80,86.0,75
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2022-11-04,0,79,90.0,74
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2022-11-04,0,80,87.0,74
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2022-11-04,0,82,87.0,74
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2022-11-04,0,62,71.0,54
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2022-11-04,0,81,88.0,75
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2022-11-05,0,77,88.0,75
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2022-11-05,1,80,86.0,74
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2022-11-05,0,79,86.0,74
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2022-11-05,0,60,69.0,55
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2022-11-05,0,78,87.0,55
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2022-11-06,1,80,91.0,55
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2022-11-06,1,81,87.0,55
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2022-11-06,1,80,87.0,72
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2022-11-06,0,59,67.0,72
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2022-11-06,0,80,91.0,72
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2022-11-07,0,79,89.0,72
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2022-11-07,0,81,86.0,76
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2022-11-07,1,80,88.0,74
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2022-11-07,0,61,70.0,49
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2022-11-07,0,78,88.0,74
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2022-11-08,0,80,88.0,74
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2022-11-08,0,79,83.0,76
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2022-11-08,0,80,87.0,76
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2022-11-08,0,61,66.0,59
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2022-11-08,0,79,89.0,59
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2022-11-09,0,78,86.0,74
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2022-11-09,1,76,82.0,74
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2022-11-09,0,81,89.0,76
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2022-11-09,0,60,65.0,76
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2022-11-09,1,78,87.0,74
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2022-11-10,0,78,87.0,74
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2022-11-10,0,77,83.0,73
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2022-11-10,0,81,86.0,75
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2022-11-10,0,60,68.0,56
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2022-11-10,0,78,85.0,74
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2022-11-11,0,76,81.0,73
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2022-11-11,0,78,85.0,74
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2022-11-11,0,81,86.0,76
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2022-11-11,0,61,71.0,52
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2022-11-11,2,78,81.0,74
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2022-11-12,0,79,87.0,73
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2022-11-12,0,78,84.0,74
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2022-11-12,0,79,85.0,77
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2022-11-12,0,61,67.0,77
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2022-11-12,0,80,87.0,75
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2022-11-13,0,78,88.0,75
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2022-11-13,1,79,84.0,73
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2022-11-13,0,80,87.0,76
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2022-11-13,0,59,69.0,54
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2022-11-13,0,78,86.0,54
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2022-11-14,0,77,87.0,72
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2022-11-14,0,78,84.0,74
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2022-11-14,0,78,85.0,74
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2022-11-14,1,60,69.0,53
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2022-11-14,0,79,88.0,73
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2022-11-15,1,79,87.0,72
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2022-11-15,0,80,86.0,73
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2022-11-15,4,80,86.0,73
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2022-11-15,0,59,67.0,73
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2022-11-15,0,79,87.0,73
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2022-11-16,0,80,89.0,73
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2022-11-16,0,80,85.0,75
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2022-11-16,0,82,87.0,76
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2022-11-16,0,60,71.0,51
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2022-11-16,0,79,88.0,51
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2022-11-17,0,78,88.0,72
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2022-11-17,0,78,85.0,72
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2022-11-17,0,81,89.0,74
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2022-11-17,0,58,67.0,51
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2022-11-17,0,78,87.0,51
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2022-11-18,0,79,88.0,69
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2022-11-18,0,78,85.0,72
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2022-11-18,0,81,89.0,74
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2022-11-18,0,59,73.0,48
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2022-11-18,0,78,87.0,69
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2022-11-19,0,78,82.0,73
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2022-11-19,0,78,81.0,75
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2022-11-19,0,81,87.0,76
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2022-11-19,0,58,68.0,49
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2022-11-19,0,78,84.0,72
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2022-11-20,0,79,87.0,72
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2022-11-20,0,78,84.0,76
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2022-11-20,0,81,86.0,76
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2022-11-20,0,60,70.0,51
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2022-11-20,0,78,88.0,51
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2022-11-21,0,79,88.0,69
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2022-11-21,0,79,87.0,72
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2022-11-21,0,81,87.0,75
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2022-11-21,0,60,66.0,54
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2022-11-21,0,79,87.0,70
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2022-11-22,0,79,91.0,70
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2022-11-22,0,80,89.0,72
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2022-11-22,0,82,87.0,74
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2022-11-22,0,62,70.0,56
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2022-11-22,0,80,88.0,73
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2022-11-23,0,80,90.0,73
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2022-11-23,0,81,90.0,73
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2022-11-23,0,81,88.0,76
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2022-11-23,0,60,66.0,76
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2022-11-23,0,80,88.0,72
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2022-11-24,0,80,90.0,70
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2022-11-24,0,81,89.0,73
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2022-11-24,0,82,88.0,75
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2022-11-24,0,59,66.0,75
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2022-11-24,0,80,88.0,72
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2022-11-25,0,81,90.0,71
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2022-11-25,0,80,85.0,75
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2022-11-25,0,82,88.0,75
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2022-11-25,0,59,70.0,47
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2022-11-25,0,80,89.0,73
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2022-11-26,0,81,91.0,72
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2022-11-26,0,81,87.0,74
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2022-11-26,0,80,88.0,74
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2022-11-26,0,62,69.0,53
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2022-11-26,0,81,90.0,72
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2022-11-27,0,80,91.0,72
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2022-11-27,0,80,85.0,72
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2022-11-27,0,83,89.0,77
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2022-11-27,0,60,68.0,56
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2022-11-27,0,82,92.0,74
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2022-11-28,3,80,90.0,71
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2022-11-28,0,81,86.0,73
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2022-11-28,0,83,88.0,77
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2022-11-28,0,59,70.0,55
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2022-11-28,0,81,90.0,73
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2022-11-29,0,81,90.0,72
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2022-11-29,0,79,85.0,72
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2022-11-29,0,83,89.0,77
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2022-11-29,0,60,70.0,77
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2022-11-29,0,81,90.0,69
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2022-11-30,0,80,90.0,69
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2022-11-30,0,78,83.0,72
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2022-11-30,0,82,87.0,76
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2022-11-30,0,60,71.0,76
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2022-11-30,0,80,89.0,71
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2022-12-01,0,81,91.0,74
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2022-12-01,0,82,87.0,74
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2022-12-01,0,82,87.0,74
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2022-12-01,0,60,70.0,53
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2022-12-01,0,82,92.0,75
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2022-12-02,0,80,89.0,74
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2022-12-02,2,77,84.0,74
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2022-12-02,0,81,87.0,53
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2022-12-02,0,60,68.0,53
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2022-12-02,0,79,90.0,75
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2022-12-03,0,81,91.0,74
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2022-12-03,2,81,85.0,74
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2022-12-03,0,78,86.0,74
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2022-12-03,0,61,68.0,57
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2022-12-03,0,80,90.0,74
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2022-12-04,0,78,89.0,73
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2022-12-04,0,80,86.0,73
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2022-12-04,0,78,87.0,73
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2022-12-04,0,60,66.0,56
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2022-12-04,0,79,90.0,56
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2022-12-05,0,79,88.0,72
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2022-12-05,0,80,84.0,74
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2022-12-05,2,80,87.0,73
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2022-12-05,0,60,69.0,54
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2022-12-05,0,80,90.0,72
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2022-12-06,0,79,84.0,73
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2022-12-06,0,81,83.0,76
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2022-12-06,0,81,88.0,75
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2022-12-06,0,58,66.0,75
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2022-12-06,0,79,86.0,74
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2022-12-07,0,77,82.0,74
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2022-12-07,0,76,80.0,76
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2022-12-07,0,81,87.0,76
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2022-12-07,0,58,63.0,53
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2022-12-07,0,79,83.0,75
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2022-12-08,0,69,83.0,75
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2022-12-08,0,67,71.0,75
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2022-12-08,0,75,81.0,75
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2022-12-08,0,51,56.0,65
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2022-12-08,0,75,80.0,65
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2022-12-09,0,72,78.0,65
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2022-12-09,4,71,78.0,62
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2022-12-09,0,77,78.0,69
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2022-12-09,0,56,59.0,47
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2022-12-09,0,75,79.0,69
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2022-12-10,0,78,86.0,69
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2022-12-10,0,78,88.0,68
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2022-12-10,0,77,85.0,68
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2022-12-10,0,57,59.0,71
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2022-12-10,0,81,87.0,71
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2022-12-11,0,79,87.0,72
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2022-12-11,0,80,87.0,73
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2022-12-11,1,79,86.0,72
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2022-12-11,0,57,64.0,72
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2022-12-11,0,79,83.0,74
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2022-12-12,0,78,87.0,71
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2022-12-12,0,79,86.0,74
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2022-12-12,0,79,86.0,74
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2022-12-12,0,58,65.0,51
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2022-12-12,0,80,87.0,74
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2022-12-13,0,80,89.0,69
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2022-12-13,0,80,86.0,73
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2022-12-13,0,81,88.0,73
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2022-12-13,0,57,67.0,50
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2022-12-13,0,80,89.0,72
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2022-12-14,0,80,88.0,72
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2022-12-14,0,79,84.0,73
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2022-12-14,0,80,88.0,74
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2022-12-14,0,58,68.0,48
CEM00043424,"PUTTALAM, CE",8.033,79.833,2.0,2022-12-14,0,80,90.0,73
CEM00043441,"KURUNEGALA, CE",7.467,80.367,116.0,2022-12-15,0,80,89.0,71
CEM00043418,"CHINA BAY, CE",8.539,81.182,1.8,2022-12-15,0,80,84.0,74
CEM00043466,"COLOMBO, CE",6.9,79.867,7.0,2022-12-15,0,81,88.0,73
CE000434730,"NUWARA ELIYA, CE",6.967,80.767,1880.0,2022-12-15,0,58,69.0,50
